servicerequestid,servicecode,status_id,address_id,adddate,resolutiondate,serviceduedate,serviceorderdate,details,servicecallcount
23-00663171,S0196,1,17969,2023-12-26 15:00:00,2023-12-29 16:00:00,2024-01-08 15:00:00,2023-12-26 15:00:00,,1
23-00663206,S0031,1,17970,2023-12-26 15:00:00,2023-12-27 12:00:00,2024-01-19 05:00:00,2023-12-26 15:00:00,,1
23-00663229,SIGTRAMA,1,17971,2023-12-26 15:00:00,2023-12-27 18:00:00,2023-12-28 15:00:00,2023-12-26 15:00:00,,1
23-00663251,SIGNMISS_v2,1,17974,2023-12-26 15:00:00,2023-12-26 15:00:00,2024-06-26 15:00:00,2023-12-26 15:00:00,,1
23-00667228,S0471,3,17974,2023-12-28 17:00:00,,2024-03-08 17:00:00,2023-12-28 17:00:00,,1
23-00667234,S0471,3,17974,2023-12-28 17:00:00,,2024-03-08 17:00:00,2023-12-28 17:00:00,,1
23-00663270,S0196,1,17978,2023-12-26 15:00:00,2023-12-26 20:00:00,2024-01-08 15:00:00,2023-12-26 15:00:00,,1
23-00663271,S0441,1,17979,2023-12-26 15:00:00,2023-12-29 16:00:00,2023-12-28 15:00:00,2023-12-26 15:00:00,,1
23-00663286,S0261,1,17980,2023-12-26 15:00:00,2023-12-26 16:00:00,2023-12-27 15:00:00,2023-12-26 15:00:00,,1
23-00663334,S0261,1,17983,2023-12-26 16:00:00,2023-12-27 16:00:00,2023-12-27 16:00:00,2023-12-26 16:00:00,,1
23-00663346,S0000,3,17983,2023-12-26 16:00:00,,2024-01-15 16:00:00,2023-12-26 16:00:00,,1
23-00663350,S0196,1,17986,2023-12-26 16:00:00,2023-12-26 20:00:00,2024-01-08 16:00:00,2023-12-26 16:00:00,,1
23-00663353,S0261,1,17987,2023-12-26 16:00:00,2023-12-26 17:00:00,2023-12-27 16:00:00,2023-12-26 16:00:00,,1
23-00667734,S0185,3,17987,2023-12-28 20:00:00,,2024-01-05 20:00:00,2023-12-28 20:00:00,,1
23-00667736,S0181,3,17987,2023-12-28 20:00:00,,2024-01-17 20:00:00,2023-12-28 20:00:00,,1
23-00663366,S0441,1,17988,2023-12-26 16:00:00,2023-12-28 20:00:00,2023-12-28 16:00:00,2023-12-26 16:00:00,,1
23-00663413,S0276,1,17989,2023-12-26 16:00:00,2023-12-26 16:00:00,2024-01-03 16:00:00,2023-12-26 16:00:00,,1
23-00663418,S0031,1,17990,2023-12-26 16:00:00,2023-12-27 16:00:00,2024-01-06 05:00:00,2023-12-26 16:00:00,,1
23-00668392,S0477,1,17990,2023-12-29 14:00:00,2023-12-29 14:00:00,2024-01-25 05:00:00,2023-12-29 14:00:00,,1
23-00667356,S0031,3,17990,2023-12-28 18:00:00,,2024-01-06 00:00:00,2023-12-28 18:00:00,,1
23-00663449,DMV19,1,17999,2023-12-26 16:00:00,2023-12-29 17:00:00,2024-01-05 16:00:00,2023-12-26 16:00:00,,1
23-00663454,S0261,1,18001,2023-12-26 16:00:00,2023-12-26 16:00:00,2023-12-27 16:00:00,2023-12-26 16:00:00,,1
23-00663685,S0261,1,18001,2023-12-26 18:00:00,2023-12-26 19:00:00,2023-12-27 18:00:00,2023-12-26 18:00:00,,1
23-00663505,S0261,1,18002,2023-12-26 17:00:00,2023-12-26 17:00:00,2023-12-27 17:00:00,2023-12-26 17:00:00,,1
23-00663510,DMV19,1,18003,2023-12-26 17:00:00,2023-12-29 17:00:00,2024-01-05 17:00:00,2023-12-26 17:00:00,,1
23-00663513,S0311,1,18004,2023-12-26 17:00:00,2023-12-28 18:00:00,2024-01-03 17:00:00,2023-12-26 17:00:00,,1
23-00663516,S0301,1,18005,2023-12-26 17:00:00,2023-12-26 21:00:00,2023-12-29 17:00:00,2023-12-26 17:00:00,,1
23-00663519,S0311,1,18006,2023-12-26 17:00:00,2023-12-29 14:00:00,2024-01-03 17:00:00,2023-12-26 17:00:00,,1
23-00663518,RATREPLACECONTRS,3,18006,2023-12-26 17:00:00,,2024-01-10 17:00:00,2023-12-26 17:00:00,,1
23-00663521,S0346,1,18007,2023-12-26 17:00:00,2023-12-29 17:00:00,2024-01-03 17:00:00,2023-12-26 17:00:00,,1
23-00663539,S0441,1,18012,2023-12-26 17:00:00,2023-12-28 20:00:00,2023-12-28 17:00:00,2023-12-26 17:00:00,,1
23-00663545,SIGNMISS_v2,1,18015,2023-12-26 17:00:00,2023-12-26 17:00:00,2024-06-26 17:00:00,2023-12-26 17:00:00,,1
23-00663552,SIGNMISS_v2,1,18017,2023-12-26 17:00:00,2023-12-29 17:00:00,2024-06-26 17:00:00,2023-12-26 17:00:00,,1
23-00663556,S0261,1,18018,2023-12-26 17:00:00,2023-12-26 17:00:00,2023-12-27 17:00:00,2023-12-26 17:00:00,,1
23-00663602,S0441,1,18025,2023-12-26 17:00:00,2023-12-28 20:00:00,2023-12-28 17:00:00,2023-12-26 17:00:00,,1
23-00663608,S0346,1,18027,2023-12-26 17:00:00,2023-12-29 17:00:00,2024-01-03 17:00:00,2023-12-26 17:00:00,,1
23-00663573,FESAADNU,1,18029,2023-12-26 17:00:00,2023-12-27 18:00:00,2024-01-16 17:00:00,2023-12-26 17:00:00,,1
23-00663583,DMV19,1,18030,2023-12-26 17:00:00,2023-12-29 17:00:00,2024-01-05 17:00:00,2023-12-26 17:00:00,,1
23-00663585,S0466,1,18032,2023-12-26 17:00:00,2023-12-29 14:00:00,2024-03-20 17:00:00,2023-12-26 17:00:00,,1
23-00663662,S0261,1,18035,2023-12-26 18:00:00,2023-12-26 18:00:00,2023-12-27 18:00:00,2023-12-26 18:00:00,,1
23-00663684,SPSTDAMA,1,18040,2023-12-26 18:00:00,2023-12-26 18:00:00,2023-12-27 18:00:00,2023-12-26 18:00:00,,1
23-00663717,S0196,1,18043,2023-12-26 18:00:00,2023-12-26 20:00:00,2024-01-08 18:00:00,2023-12-26 18:00:00,,1
23-00663722,S0441,1,18044,2023-12-26 18:00:00,2023-12-28 20:00:00,2023-12-28 18:00:00,2023-12-26 18:00:00,,1
23-00663724,S0276,1,18045,2023-12-26 18:00:00,2023-12-26 18:00:00,2024-01-03 18:00:00,2023-12-26 18:00:00,,1
23-00663725,S0346,1,18046,2023-12-26 18:00:00,2023-12-29 17:00:00,2024-01-03 18:00:00,2023-12-26 18:00:00,,1
23-00663744,S0441,1,17505,2023-12-26 18:00:00,2023-12-29 16:00:00,2023-12-28 18:00:00,2023-12-26 18:00:00,,1
23-00662292,S0181,3,17505,2023-12-23 22:00:00,,2024-01-12 22:00:00,2023-12-23 22:00:00,,1
23-00667532,S0441,3,17505,2023-12-28 19:00:00,,2024-01-02 19:00:00,2023-12-28 19:00:00,,1
23-00668730,S0441,3,17505,2023-12-29 16:00:00,,2024-01-03 16:00:00,2023-12-29 16:00:00,,1
23-00663746,S0003,1,18051,2023-12-26 18:00:00,2023-12-27 16:00:00,2024-02-28 18:00:00,2023-12-26 18:00:00,,1
23-00663760,S0196,1,18054,2023-12-26 18:00:00,2023-12-26 20:00:00,2024-01-08 18:00:00,2023-12-26 18:00:00,,1
23-00663784,S05SL,1,5656,2023-12-26 18:00:00,2023-12-26 19:00:00,2024-01-05 18:00:00,2023-12-26 18:00:00,,1
23-00631893,GRAFF,3,5656,2023-12-05 18:00:00,,2023-12-19 18:00:00,2023-12-05 18:00:00,,1
23-00631867,SIGNMISS_v2,4,5656,2023-12-05 18:00:00,,2024-06-06 18:00:00,2023-12-05 18:00:00,,1
23-00631879,SIGNMISS_v2,4,5656,2023-12-05 18:00:00,,2024-06-06 18:00:00,2023-12-05 18:00:00,,1
23-00663777,SIGNMISS_v2,4,5656,2023-12-26 18:00:00,,2024-06-26 18:00:00,2023-12-26 18:00:00,,1
23-00663787,S0321,1,18060,2023-12-26 18:00:00,2023-12-29 16:00:00,2023-12-28 18:00:00,2023-12-26 18:00:00,,1
23-00663788,S0196,1,18061,2023-12-26 18:00:00,2023-12-26 20:00:00,2024-01-08 18:00:00,2023-12-26 18:00:00,,1
23-00663789,SIGNMISS_v2,1,18062,2023-12-26 18:00:00,2023-12-28 20:00:00,2024-06-26 18:00:00,2023-12-26 18:00:00,,1
23-00663797,SIGNMISS_v2,4,18062,2023-12-26 18:00:00,,2024-06-26 18:00:00,2023-12-26 18:00:00,,1
23-00663800,SIGNMISS_v2,4,18062,2023-12-26 18:00:00,,2024-06-26 18:00:00,2023-12-26 18:00:00,,1
23-00663801,S0196,1,18064,2023-12-26 18:00:00,2023-12-27 15:00:00,2024-01-08 18:00:00,2023-12-26 18:00:00,,1
23-00663806,S0196,1,18065,2023-12-26 18:00:00,2023-12-27 15:00:00,2024-01-08 18:00:00,2023-12-26 18:00:00,,1
23-00663807,S04TP,1,18066,2023-12-26 18:00:00,2023-12-26 19:00:00,2025-11-26 18:00:00,2023-12-26 18:00:00,,1
23-00663826,S0261,1,18071,2023-12-26 19:00:00,2023-12-26 23:00:00,2023-12-27 19:00:00,2023-12-26 19:00:00,,1
23-00663834,11,1,18072,2023-12-26 19:00:00,2023-12-27 18:00:00,2023-12-28 19:00:00,2023-12-26 19:00:00,,1
23-00663835,S0261,1,18073,2023-12-26 19:00:00,2023-12-26 23:00:00,2023-12-27 19:00:00,2023-12-26 19:00:00,,1
23-00663843,S0185,1,18076,2023-12-26 19:00:00,2023-12-28 14:00:00,2024-01-03 19:00:00,2023-12-26 19:00:00,,1
23-00663862,S0185,1,18080,2023-12-26 19:00:00,2023-12-28 22:00:00,2024-01-03 19:00:00,2023-12-26 19:00:00,,1
23-00663874,S0459,1,18087,2023-12-26 19:00:00,2023-12-27 13:00:00,2024-09-04 19:00:00,2023-12-26 19:00:00,,1
23-00664574,S0457,1,18087,2023-12-27 13:00:00,2023-12-27 16:00:00,2024-01-04 13:00:00,2023-12-27 13:00:00,,1
23-00663881,VACPROP,1,18090,2023-12-26 19:00:00,2023-12-28 12:00:00,2024-05-20 19:00:00,2023-12-26 19:00:00,,1
23-00663899,S0441,1,17982,2023-12-26 19:00:00,2023-12-28 20:00:00,2023-12-28 19:00:00,2023-12-26 19:00:00,,1
23-00663332,S0422,3,17982,2023-12-26 16:00:00,,2024-01-24 16:00:00,2023-12-26 16:00:00,,1
23-00664039,DMV63,1,18104,2023-12-26 20:00:00,2023-12-28 21:00:00,2024-01-05 20:00:00,2023-12-26 20:00:00,,1
23-00664040,S05SL,1,8437,2023-12-26 20:00:00,2023-12-27 16:00:00,2024-01-05 20:00:00,2023-12-26 20:00:00,,1
23-00638591,S0477,3,8437,2023-12-08 21:00:00,,2024-01-13 05:00:00,2023-12-08 21:00:00,,1
23-00664046,S0261,1,18106,2023-12-26 20:00:00,2023-12-26 21:00:00,2023-12-27 20:00:00,2023-12-26 20:00:00,,1
23-00664053,S05SL,1,18108,2023-12-26 20:00:00,2023-12-27 17:00:00,2024-01-05 20:00:00,2023-12-26 20:00:00,,1
23-00664060,S0321,1,18110,2023-12-26 20:00:00,2023-12-28 20:00:00,2023-12-28 20:00:00,2023-12-26 20:00:00,,1
23-00668073,S0321,1,18110,2023-12-29 00:00:00,2023-12-29 20:00:00,2024-01-03 00:00:00,2023-12-29 00:00:00,,1
23-00664061,S0321,1,18111,2023-12-26 20:00:00,2023-12-27 20:00:00,2023-12-28 20:00:00,2023-12-26 20:00:00,,1
23-00664066,S0261,1,18112,2023-12-26 20:00:00,2023-12-26 21:00:00,2023-12-27 20:00:00,2023-12-26 20:00:00,,1
23-00664184,DOCVEH2022,1,18114,2023-12-26 21:00:00,2023-12-26 21:00:00,2023-12-28 21:00:00,2023-12-26 21:00:00,,1
23-00664191,SIGNMISS_v2,1,18117,2023-12-26 21:00:00,2023-12-26 21:00:00,2024-06-26 21:00:00,2023-12-26 21:00:00,,1
23-00664192,S0261,1,18118,2023-12-26 21:00:00,2023-12-26 22:00:00,2023-12-27 21:00:00,2023-12-26 21:00:00,,1
23-00669025,PETWASTECOMP,1,18118,2023-12-29 17:00:00,2023-12-29 17:00:00,2023-12-30 17:00:00,2023-12-29 17:00:00,,1
23-00664229,S0261,1,18127,2023-12-26 22:00:00,2023-12-27 01:00:00,2023-12-27 22:00:00,2023-12-26 22:00:00,,1
23-00664233,S0261,1,18130,2023-12-26 22:00:00,2023-12-27 00:00:00,2023-12-27 22:00:00,2023-12-26 22:00:00,,1
23-00667675,S0261,1,18130,2023-12-28 20:00:00,2023-12-28 22:00:00,2023-12-29 20:00:00,2023-12-28 20:00:00,,1
23-00664234,S0346,1,18131,2023-12-26 22:00:00,2023-12-29 19:00:00,2024-01-03 22:00:00,2023-12-26 22:00:00,,1
23-00664243,S0336,1,18132,2023-12-26 22:00:00,2023-12-28 02:00:00,2024-02-07 22:00:00,2023-12-26 22:00:00,,1
23-00668403,S0336,3,18132,2023-12-29 14:00:00,,2024-02-12 14:00:00,2023-12-29 14:00:00,,1
23-00664286,SIGTRAMA,1,18134,2023-12-26 22:00:00,2023-12-27 18:00:00,2023-12-28 22:00:00,2023-12-26 22:00:00,,1
23-00664287,S04TP,1,18135,2023-12-26 22:00:00,2023-12-28 17:00:00,2025-11-26 22:00:00,2023-12-26 22:00:00,,1
23-00664293,S05SL,1,18136,2023-12-26 22:00:00,2023-12-28 13:00:00,2024-01-05 22:00:00,2023-12-26 22:00:00,,1
23-00664298,S0441,1,18137,2023-12-26 22:00:00,2023-12-29 16:00:00,2023-12-28 22:00:00,2023-12-26 22:00:00,,1
23-00664308,SPSTDAMA,1,18140,2023-12-26 23:00:00,2023-12-26 23:00:00,2023-12-27 23:00:00,2023-12-26 23:00:00,,1
23-00664343,SPSTDAMA,1,18140,2023-12-27 00:00:00,2023-12-27 00:00:00,2023-12-28 00:00:00,2023-12-27 00:00:00,,1
23-00664325,S0311,1,18141,2023-12-26 23:00:00,2023-12-29 14:00:00,2024-01-03 23:00:00,2023-12-26 23:00:00,,1
23-00664278,S0261,1,18143,2023-12-26 22:00:00,2023-12-26 23:00:00,2023-12-27 22:00:00,2023-12-26 22:00:00,,1
23-00664378,S0261,1,18151,2023-12-27 01:00:00,2023-12-27 01:00:00,2023-12-28 01:00:00,2023-12-27 01:00:00,,1
23-00664330,S05SL,1,18153,2023-12-26 23:00:00,2023-12-28 13:00:00,2024-01-05 23:00:00,2023-12-26 23:00:00,,1
23-00664341,S0261,1,18156,2023-12-27 00:00:00,2023-12-27 01:00:00,2023-12-28 00:00:00,2023-12-27 00:00:00,,1
23-00664344,S0441,1,18157,2023-12-27 00:00:00,2023-12-28 16:00:00,2023-12-29 00:00:00,2023-12-27 00:00:00,,1
23-00664356,S0185,1,18159,2023-12-27 00:00:00,2023-12-28 22:00:00,2024-01-04 00:00:00,2023-12-27 00:00:00,,1
23-00664359,S05SL,1,18161,2023-12-27 00:00:00,2023-12-28 13:00:00,2024-01-06 00:00:00,2023-12-27 00:00:00,,1
23-00664369,S0441,1,18166,2023-12-27 01:00:00,2023-12-28 18:00:00,2023-12-29 01:00:00,2023-12-27 01:00:00,,1
23-00664370,S0217,1,18167,2023-12-27 01:00:00,2023-12-27 10:00:00,2023-12-29 01:00:00,2023-12-27 01:00:00,,1
23-00664373,S0031,3,18167,2023-12-27 01:00:00,,2024-01-05 05:00:00,2023-12-27 01:00:00,,1
23-00664371,S0441,1,18168,2023-12-27 01:00:00,2023-12-28 16:00:00,2023-12-29 01:00:00,2023-12-27 01:00:00,,1
23-00666809,S0441,3,18168,2023-12-28 15:00:00,,2024-01-02 15:00:00,2023-12-28 15:00:00,,1
23-00664377,S0466,1,18169,2023-12-27 01:00:00,2023-12-29 14:00:00,2024-03-20 01:00:00,2023-12-27 01:00:00,,1
23-00664389,S0311,1,18170,2023-12-27 01:00:00,2023-12-29 14:00:00,2024-01-04 01:00:00,2023-12-27 01:00:00,,1
23-00664395,S0031,1,18172,2023-12-27 01:00:00,2023-12-28 16:00:00,2024-01-03 05:00:00,2023-12-27 01:00:00,,1
23-00664396,S0311,1,18171,2023-12-27 01:00:00,2023-12-29 14:00:00,2024-01-04 01:00:00,2023-12-27 01:00:00,,1
23-00664394,S0346,3,18171,2023-12-27 01:00:00,,2024-01-04 01:00:00,2023-12-27 01:00:00,,1
23-00664437,S0261,1,18174,2023-12-27 03:00:00,2023-12-27 04:00:00,2023-12-28 03:00:00,2023-12-27 03:00:00,,1
23-00664443,S0261,1,18177,2023-12-27 04:00:00,2023-12-27 04:00:00,2023-12-28 04:00:00,2023-12-27 04:00:00,,1
23-00664444,COMPOSTM,1,18178,2023-12-27 04:00:00,2023-12-29 20:00:00,2023-12-30 04:00:00,2023-12-27 04:00:00,,1
23-00664463,S0346,1,18181,2023-12-27 05:00:00,2023-12-29 21:00:00,2024-01-03 05:00:00,2023-12-27 05:00:00,,1
23-00664466,S0261,1,18182,2023-12-27 07:00:00,2023-12-27 08:00:00,2023-12-28 07:00:00,2023-12-27 07:00:00,,1
23-00664409,PETWASTECOMP,1,18188,2023-12-27 02:00:00,2023-12-27 02:00:00,2023-12-28 02:00:00,2023-12-27 02:00:00,,1
23-00664418,S0311,1,18194,2023-12-27 02:00:00,2023-12-29 13:00:00,2024-01-04 02:00:00,2023-12-27 02:00:00,,1
23-00664450,S0311,1,18199,2023-12-27 04:00:00,2023-12-28 16:00:00,2024-01-04 04:00:00,2023-12-27 04:00:00,,1
23-00664451,S0181,3,18199,2023-12-27 04:00:00,,2024-01-16 04:00:00,2023-12-27 04:00:00,,1
23-00664461,S05SL,1,18180,2023-12-27 05:00:00,2023-12-27 13:00:00,2024-01-06 05:00:00,2023-12-27 05:00:00,,1
23-00664462,SIGNMISS_v2,4,18180,2023-12-27 05:00:00,,2024-06-27 05:00:00,2023-12-27 05:00:00,,1
23-00664464,S05SL,1,18203,2023-12-27 06:00:00,2023-12-28 13:00:00,2024-01-08 06:00:00,2023-12-27 06:00:00,,1
23-00664473,S05SL,1,18205,2023-12-27 10:00:00,2023-12-29 14:00:00,2024-01-08 10:00:00,2023-12-27 10:00:00,,1
23-00664496,S0441,1,18209,2023-12-27 12:00:00,2023-12-28 16:00:00,2023-12-29 12:00:00,2023-12-27 12:00:00,,1
23-00669277,S0441,3,18209,2023-12-29 19:00:00,,2024-01-03 19:00:00,2023-12-29 19:00:00,,1
23-00664577,S0261,1,18215,2023-12-27 13:00:00,2023-12-27 14:00:00,2023-12-28 13:00:00,2023-12-27 13:00:00,,1
23-00664579,S0261,1,18216,2023-12-27 13:00:00,2023-12-27 15:00:00,2023-12-28 13:00:00,2023-12-27 13:00:00,,1
23-00664912,S0261,1,18216,2023-12-27 15:00:00,2023-12-27 16:00:00,2023-12-28 15:00:00,2023-12-27 15:00:00,,1
23-00664586,S0261,1,18218,2023-12-27 13:00:00,2023-12-27 15:00:00,2023-12-28 13:00:00,2023-12-27 13:00:00,,1
23-00664629,S05SL,1,18219,2023-12-27 14:00:00,2023-12-28 13:00:00,2024-01-08 14:00:00,2023-12-27 14:00:00,,1
23-00664627,GRAFF,3,18219,2023-12-27 14:00:00,,2024-01-11 14:00:00,2023-12-27 14:00:00,,1
23-00664634,S0261,1,18220,2023-12-27 14:00:00,2023-12-27 15:00:00,2023-12-28 14:00:00,2023-12-27 14:00:00,,1
23-00664635,S0441,1,18221,2023-12-27 14:00:00,2023-12-29 16:00:00,2023-12-29 14:00:00,2023-12-27 14:00:00,,1
23-00664656,S05SL,1,18230,2023-12-27 14:00:00,2023-12-28 16:00:00,2024-01-08 14:00:00,2023-12-27 14:00:00,,1
23-00664668,S0261,1,18232,2023-12-27 14:00:00,2023-12-27 15:00:00,2023-12-28 14:00:00,2023-12-27 14:00:00,,1
23-00664674,S05SL,1,18236,2023-12-27 14:00:00,2023-12-28 17:00:00,2024-01-08 14:00:00,2023-12-27 14:00:00,,1
23-00664681,RPP,1,18238,2023-12-27 14:00:00,2023-12-27 18:00:00,2023-12-28 14:00:00,2023-12-27 14:00:00,,1
23-00664682,S0196,1,18239,2023-12-27 14:00:00,2023-12-27 15:00:00,2024-01-09 14:00:00,2023-12-27 14:00:00,,1
23-00664748,S0336,1,18239,2023-12-27 14:00:00,2023-12-29 02:00:00,2024-02-08 14:00:00,2023-12-27 14:00:00,,1
23-00664683,S05SL,1,18240,2023-12-27 14:00:00,2023-12-29 14:00:00,2024-01-08 14:00:00,2023-12-27 14:00:00,,1
23-00664684,S0196,1,17500,2023-12-27 14:00:00,2023-12-27 15:00:00,2024-01-09 14:00:00,2023-12-27 14:00:00,,1
23-00662266,S0477,3,17500,2023-12-23 21:00:00,,2024-02-03 05:00:00,2023-12-23 21:00:00,,1
23-00664690,S0457,1,15676,2023-12-27 14:00:00,2023-12-27 16:00:00,2024-01-04 14:00:00,2023-12-27 14:00:00,,1
23-00656373,GRAFF,3,15676,2023-12-20 04:00:00,,2024-01-05 04:00:00,2023-12-20 04:00:00,,1
23-00664694,GRAFF,3,15676,2023-12-27 14:00:00,,2024-01-11 14:00:00,2023-12-27 14:00:00,,1
23-00664706,S0261,1,18243,2023-12-27 14:00:00,2023-12-27 14:00:00,2023-12-28 14:00:00,2023-12-27 14:00:00,,1
23-00664944,SIGNMISS_v2,1,18244,2023-12-27 15:00:00,2023-12-27 15:00:00,2024-06-27 15:00:00,2023-12-27 15:00:00,,1
23-00664967,PRUNING,1,18245,2023-12-27 15:00:00,2023-12-27 17:00:00,2024-09-05 15:00:00,2023-12-27 15:00:00,,1
23-00664969,S0261,1,18246,2023-12-27 15:00:00,2023-12-27 17:00:00,2023-12-28 15:00:00,2023-12-27 15:00:00,,1
23-00664975,S0000,1,18248,2023-12-27 16:00:00,2023-12-28 19:00:00,2024-01-16 16:00:00,2023-12-27 16:00:00,,1
23-00664980,COMPOSTM,1,18249,2023-12-27 16:00:00,2023-12-29 20:00:00,2024-01-02 16:00:00,2023-12-27 16:00:00,,1
23-00664985,S05SL,1,18251,2023-12-27 16:00:00,2023-12-29 14:00:00,2024-01-08 16:00:00,2023-12-27 16:00:00,,1
23-00664900,SIGNMISS_v2,4,18251,2023-12-27 15:00:00,,2024-06-27 15:00:00,2023-12-27 15:00:00,,1
23-00665017,S0316,1,18257,2023-12-27 16:00:00,2023-12-28 14:00:00,2024-01-25 16:00:00,2023-12-27 16:00:00,,1
23-00665033,S0346,1,18260,2023-12-27 16:00:00,2023-12-29 17:00:00,2024-01-04 16:00:00,2023-12-27 16:00:00,,1
23-00665042,S05SL,1,18267,2023-12-27 16:00:00,2023-12-29 14:00:00,2024-01-08 16:00:00,2023-12-27 16:00:00,,1
23-00665043,S0261,1,18268,2023-12-27 16:00:00,2023-12-27 16:00:00,2023-12-28 16:00:00,2023-12-27 16:00:00,,1
23-00665046,S0336,1,18270,2023-12-27 16:00:00,2023-12-29 02:00:00,2024-02-08 16:00:00,2023-12-27 16:00:00,,1
23-00665047,S0457,1,18271,2023-12-27 16:00:00,2023-12-27 17:00:00,2024-01-04 16:00:00,2023-12-27 16:00:00,,1
23-00665052,VACPROP,1,18273,2023-12-27 16:00:00,2023-12-28 14:00:00,2024-05-21 16:00:00,2023-12-27 16:00:00,,1
23-00665053,SIGNMISS_v2,1,18274,2023-12-27 16:00:00,2023-12-28 20:00:00,2024-06-27 16:00:00,2023-12-27 16:00:00,,1
23-00665064,S05SL,1,18274,2023-12-27 16:00:00,2023-12-29 14:00:00,2024-01-08 16:00:00,2023-12-27 16:00:00,,1
23-00665066,SIGNMISS_v2,4,18274,2023-12-27 16:00:00,,2024-06-27 16:00:00,2023-12-27 16:00:00,,1
23-00665067,S0261,1,18277,2023-12-27 16:00:00,2023-12-27 16:00:00,2023-12-28 16:00:00,2023-12-27 16:00:00,,1
23-00664910,S0261,1,18277,2023-12-27 15:00:00,2023-12-27 15:00:00,2023-12-28 15:00:00,2023-12-27 15:00:00,,1
23-00665069,S0336,1,18278,2023-12-27 16:00:00,2023-12-29 02:00:00,2024-02-08 16:00:00,2023-12-27 16:00:00,,1
23-00665073,COMPOSTM,1,18263,2023-12-27 16:00:00,2023-12-29 20:00:00,2024-01-02 16:00:00,2023-12-27 16:00:00,,1
23-00665082,S0316,3,18263,2023-12-27 16:00:00,,2024-01-25 16:00:00,2023-12-27 16:00:00,,1
23-00665085,S0441,1,18283,2023-12-27 16:00:00,2023-12-29 16:00:00,2023-12-29 16:00:00,2023-12-27 16:00:00,,1
23-00665112,S0311,1,18291,2023-12-27 16:00:00,2023-12-28 16:00:00,2024-01-04 16:00:00,2023-12-27 16:00:00,,1
23-00665365,S0031,3,18291,2023-12-27 17:00:00,,2024-01-05 05:00:00,2023-12-27 17:00:00,,1
23-00665122,SIGNMISS_v2,1,16052,2023-12-27 16:00:00,2023-12-28 20:00:00,2024-06-27 16:00:00,2023-12-27 16:00:00,,1
23-00657916,SIGNMISS_v2,4,16052,2023-12-20 19:00:00,,2024-06-21 19:00:00,2023-12-20 19:00:00,,1
23-00657905,SIGNMISS_v2,4,16052,2023-12-20 19:00:00,,2024-06-21 19:00:00,2023-12-20 19:00:00,,1
23-00665253,S0346,1,18296,2023-12-27 17:00:00,2023-12-29 21:00:00,2024-01-04 17:00:00,2023-12-27 17:00:00,,1
23-00665255,SIGNMISS_v2,1,18297,2023-12-27 17:00:00,2023-12-28 20:00:00,2024-06-27 17:00:00,2023-12-27 17:00:00,,1
23-00665259,RPP,1,18299,2023-12-27 17:00:00,2023-12-27 18:00:00,2023-12-28 17:00:00,2023-12-27 17:00:00,,1
23-00665267,S0196,1,18300,2023-12-27 17:00:00,2023-12-29 16:00:00,2024-01-09 17:00:00,2023-12-27 17:00:00,,1
23-00665270,S0261,1,18301,2023-12-27 17:00:00,2023-12-27 18:00:00,2023-12-28 17:00:00,2023-12-27 17:00:00,,1
23-00665282,S0003,1,10037,2023-12-27 17:00:00,2023-12-28 17:00:00,2024-02-29 17:00:00,2023-12-27 17:00:00,,1
23-00665019,S0016,4,10037,2023-12-27 16:00:00,,2025-01-09 16:00:00,2023-12-27 16:00:00,,1
23-00642031,S0261,9,10037,2023-12-11 21:00:00,2023-12-11 22:00:00,2023-12-12 21:00:00,2023-12-11 21:00:00,,1
23-00665484,RPP,1,18308,2023-12-27 18:00:00,2023-12-28 10:00:00,2023-12-28 18:00:00,2023-12-27 18:00:00,,1
23-00665488,VACPROP,1,18309,2023-12-27 18:00:00,2023-12-28 13:00:00,2024-05-21 18:00:00,2023-12-27 18:00:00,,1
23-00665493,S0441,1,18311,2023-12-27 18:00:00,2023-12-28 20:00:00,2023-12-29 18:00:00,2023-12-27 18:00:00,,1
23-00665552,S05SL,1,18327,2023-12-27 18:00:00,2023-12-28 15:00:00,2024-01-08 18:00:00,2023-12-27 18:00:00,,1
23-00665554,11,1,18328,2023-12-27 18:00:00,2023-12-28 18:00:00,2023-12-29 18:00:00,2023-12-27 18:00:00,,1
23-00665584,S0321,1,18331,2023-12-27 19:00:00,2023-12-28 20:00:00,2023-12-29 19:00:00,2023-12-27 19:00:00,,1
23-00665587,S0441,1,18332,2023-12-27 19:00:00,2023-12-28 16:00:00,2023-12-29 19:00:00,2023-12-27 19:00:00,,1
23-00665606,COMPOSTM,1,18335,2023-12-27 19:00:00,2023-12-29 20:00:00,2024-01-02 19:00:00,2023-12-27 19:00:00,,1
23-00665577,S0336,1,18340,2023-12-27 19:00:00,2023-12-29 02:00:00,2024-02-08 19:00:00,2023-12-27 19:00:00,,1
23-00665655,PETWASTECOMP,1,18342,2023-12-27 19:00:00,2023-12-27 19:00:00,2023-12-28 19:00:00,2023-12-27 19:00:00,,1
23-00665636,S0031,3,18342,2023-12-27 19:00:00,,2024-01-05 05:00:00,2023-12-27 19:00:00,,1
23-00665667,S0196,1,18345,2023-12-27 19:00:00,2023-12-29 16:00:00,2024-01-09 19:00:00,2023-12-27 19:00:00,,1
23-00665689,PETWASTECOMP,1,18345,2023-12-27 19:00:00,2023-12-27 19:00:00,2023-12-28 19:00:00,2023-12-27 19:00:00,,1
